	업종명	업소명	소재지지번	법인명	longitude	latitude	업태명	프랜차이저
138	휴게음식점	세븐일레븐마포스토리점	서울특별시 마포구 서교동  445번지 4호  1층편의점내일부		126.91946920000001	37.5556135	기타 휴게음식점	0
139	휴게음식점	세인트아이브스	서울특별시 마포구 서교동  399번지 4호  2층전체	주식회사에이치에스커피	126.9181851	37.5490846	커피숍	0
140	휴게음식점	레드플랜트랩(Redplant Lab)	서울특별시 마포구 서교동  481번지 8호  고니빌딩 1층일부		126.914119	37.554574	커피숍	0
141	휴게음식점	미미커피	서울특별시 마포구 서교동  453번지 1호		126.91629280000001	37.557764899999995	커피숍	0
142	휴게음식점	바우(VOW)	서울특별시 마포구 서교동  334번지 23호  102호		126.92782759999999	37.5552833	커피숍	0
143	휴게음식점	레드플랜트	서울특별시 마포구 동교동  204번지 50호  1층일부		126.92184350000001	37.559079	기타 휴게음식점	0
144	휴게음식점	카페틔움	서울특별시 마포구 서교동  442번지 28호		126.91121480000001	37.5561035	커피숍	0
145	휴게음식점	프레드앤샐리	서울특별시 마포구 서교동  487번지		126.91677949999999	37.5570602	커피숍	0
146	휴게음식점	로벤	서울특별시 마포구 서교동  368번지 11호		126.92022490000001	37.5514009	커피숍	0
147	휴게음식점	테일러커피	서울특별시 마포구 서교동  327번지 8호		126.9297237	37.5549419	커피숍	0
148	휴게음식점	커피에반하다	서울특별시 마포구 서교동  393번지 5호		126.9148558	37.550638	커피숍	1
149	휴게음식점	노란코끼리커피로스터스	서울특별시 마포구 서교동  375번지 11호		126.91857209999999	37.55449160000001	커피숍	0
150	휴게음식점	헤라PC방	서울특별시 마포구 서교동  362번지 2호		126.923172	37.5517107	기타 휴게음식점	0
151	휴게음식점	레드빅	서울특별시 마포구 서교동  372번지 9호		126.9194429	37.5521037	커피숍	0
152	휴게음식점	슈퍼보드	서울특별시 마포구 서교동  355번지 1호  3층		126.92127279999998	37.553528799999995	커피숍	0
153	휴게음식점	워시타운(WASHTOWN)	서울특별시 마포구 서교동  478번지 3호		126.9141913	37.555174	커피숍	0
154	휴게음식점	(주)커피빈코리아홍대역8번출구점	서울특별시 마포구 동교동  168번지 4호	(주)커피빈코리아	126.9250467	37.556788899999994	커피숍	1
155	휴게음식점	더칼라	서울특별시 마포구 서교동  330번지 28호		126.9276828	37.556388500000004	커피숍	0
156	휴게음식점	아쿠아쿠	서울특별시 마포구 서교동  345번지 6호		126.92333640000001	37.5549109	커피숍	0
157	휴게음식점	바나나당	서울특별시 마포구 서교동  343번지 13호	(주)바나나당	126.92513810000001	37.5536541	기타 휴게음식점	0
158	휴게음식점	키커랜드	서울특별시 마포구 서교동  399번지 7호	바오밥디자인(주)	126.91767730000001	37.548822200000004	커피숍	0
159	휴게음식점	커피에반하다 홍대점	서울특별시 마포구 서교동  343번지 11호		126.9247166	37.5534575	기타 휴게음식점	1
160	휴게음식점	필로커피	서울특별시 마포구 동교동  154번지 27호		126.924572	37.5588732	커피숍	0
161	휴게음식점	갤러리라운지카페	서울특별시 마포구 서교동  367번지 5호	컴퍼니에스에스(주)	126.9210433	37.5509155	커피숍	0
162	휴게음식점	파티세리아르데슈아(Patissrie Ardechois)	서울특별시 마포구 서교동  375번지 4호		126.91916200000001	37.5543925	커피숍	0
163	휴게음식점	주식회사혼미니골드홍대지점	서울특별시 마포구 동교동  164번지 30호	주식회사 혼 (HON)	126.92343980000001	37.555592100000005	커피숍	0
164	휴게음식점	엘리펀트스페이스	서울특별시 마포구 서교동  459번지 4호  1층	(주)레벨나인	126.9160139	37.555297100000004	커피숍	0
165	휴게음식점	순애네놀이터	서울특별시 마포구 서교동  407번지 20호  3층		126.9213315	37.5502414	기타 휴게음식점	0
166	휴게음식점	타르타르	서울특별시 마포구 서교동  336번지 1호  1층		126.92855109999999	37.5548682	커피숍	0
167	휴게음식점	커피만(홍대점)	서울특별시 마포구 서교동  346번지 53호		126.9236447	37.5543325	커피숍	0
168	휴게음식점	마포다방	서울특별시 마포구 서교동  369번지 25호		126.92078229999998	37.5527737	커피숍	0
169	휴게음식점	마포다방	서울특별시 마포구 서교동  461번지 2호		126.9167273	37.55534779999999	커피숍	0
170	휴게음식점	그리운꼬마	서울특별시 마포구 서교동  464번지 10호  1층		126.91690859999999	37.554634	커피숍	0
171	휴게음식점	망원동내커피 서교점	서울특별시 마포구 서교동  482번지 44호		126.9153502	37.5542368	커피숍	0
172	휴게음식점	가람	서울특별시 마포구 동교동  176번지 14호		126.9274169	37.557483500000004	커피숍	0
173	휴게음식점	(주)커피빈코리아동교동삼거리점	서울특별시 마포구 동교동  173번지 16호  1층	(주)커피빈코리아	126.9264846	37.55833459999999	커피숍	1
174	휴게음식점	백미당홍대점	서울특별시 마포구 동교동  159번지 5호  현대카드 현대캐피탈 홍대사옥1층일부	남양유업주식회사	126.9233	37.5568946	커피숍	0
